"","NAME","YEAR","TEAM","TIME","COURSE"
"1168","Ellenberger, Michael","SR-4","Washington U.","25:33.2","NA"
"1169","Ciesielski, Alex","JR-3","Wis.-La Crosse","25:33.3","NA"
"1170","Newby, Josh","SR-4","Carnegie Mellon","25:35.6","NA"
"1171","Read, Sam","SR-4","Wartburg","25:36.0","NA"
"1172","Leitner, Christian","SO-2","Wis.-Eau Claire","25:36.4","NA"
"1173","James, Ryan","SR-4","Berry","25:36.6","NA"
"1174","Miles-Rath, Cohen","JR-3","Geneseo St.","25:37.2","NA"
"1175","Povitsky, Daniel","SR-4","U. of Chicago","25:37.6","NA"
"1176","Shapero, Andrew","SR-4","Tufts","25:37.8","NA"
"1177","Hall, Nick","JR-3","Colorado College","25:37.8","NA"
"1178","Moynihan, Ryan","JR-3","Geneseo St.","25:38.3","NA"
"1179","Lewis, Paul","SR-4","Albion","25:38.8","NA"
"1180","Kutz, Sean","SR-4","Wis.-Oshkosh","25:39.9","NA"
"1181","Hornor, Hart","SO-2","Carleton","25:40.9","NA"
"1182","Lehn, Calvin","SO-2","St. Olaf","25:41.3","NA"
"1183","Pfander, Charles","SO-2","Hamilton","25:41.8","NA"
"1184","Hayes, Bryan","SO-2","La Verne","25:42.4","NA"
"1185","Dixon, David","SR-4","Case Western","25:42.7","NA"
"1186","Poole, Chansler","SR-4","St. Vincent (Pa.)","25:42.9","NA"
"1187","Lee, Chris","SR-4","Williams","25:43.4","NA"
"1188","Walden, Joel","JR-3","Wis.-Platteville","25:44.0","NA"
"1189","Saliani, Julian","SR-4","Johns Hopkins","25:44.6","NA"
"1190","Fannon, Pat","SR-4","Cortland St.","25:44.9","NA"
"1191","Kieffer, John","SR-4","Centre","25:45.0","NA"
"1192","Meyer, Phillip","JR-3","St. Olaf","25:45.6","NA"
"1193","Petersson, Nick","SO-2","Wis.-Eau Claire","25:45.8","NA"
"1194","Smith, Hunter","JR-3","Dickinson","25:45.8","NA"
"1195","Deyo, Matt","FR-1","MIT","25:46.5","NA"
"1196","Linner, Tom","SO-2","Wis.-La Crosse","25:47.8","NA"
"1197","Whan, Sam","SO-2","Loras","25:48.4","NA"
"1198","Boyer, Dalton","JR-3","Wabash","25:48.7","NA"
"1199","Fowler, John","SO-2","Pomona-Pitzer","25:48.9","NA"
"1200","Marquardt, Charlie","SO-2","Haverford","25:49.0","NA"
"1201","Steiner, Logan","SO-2","Allegheny","25:49.2","NA"
"1202","Clark, Greg","SR-4","Dickinson","25:49.6","NA"
"1203","Ford, Todd","SO-2","Williams","25:50.5","NA"
"1204","Jackson, Drew","JR-3","Central College","25:50.8","NA"
"1205","Girodias, Benjamin","JR-3","Pomona-Pitzer","25:51.2","NA"
"1206","Huderle, Marcus","SR-4","Carleton","25:51.5","NA"
"1207","Loran, Steve","JR-3","Loras","25:51.7","NA"
"1208","Inde, Aldis","JR-3","Williams","25:51.9","NA"
"1209","Ramos, McKena","FR-1","Wis.-Oshkosh","25:52.4","NA"
"1210","Rutford, Johnny","SR-4","Nebraska Wesleyan","25:52.4","NA"
"1211","Rigdon, Alex","SR-4","Luther","25:52.5","NA"
"1212","Waterman, James","SR-4","Wheaton (Ill.)","25:52.5","NA"
"1213","Eastman, Silas","FR-1","Colby","25:52.7","NA"
"1214","Kadiyala, Dharan","JR-3","NYU","25:52.7","NA"
"1215","Stansel, John","JR-3","Bates","25:53.1","NA"
"1216","Wortner, Brendan","SO-2","Geneseo St.","25:53.3","NA"
"1217","Nichols, Tim","FR-1","Tufts","25:53.6","NA"
"1218","Wendroth, Keaton","JR-3","St. Thomas (Minn.)","25:54.0","NA"
"1219","Petterson, Elliot","SR-4","Washington U.","25:54.4","NA"
"1220","McRae, Arleigh","SR-4","Grove City","25:54.9","NA"
"1221","Coffman, Charlie","JR-3","Colby","25:55.4","NA"
"1222","Iacovelli, Jarred","JR-3","Cortland St.","25:55.9","NA"
"1223","Johnsrud, Derek","SR-4","Wis.-Oshkosh","25:56.4","NA"
"1224","Stecklair, Austin","JR-3","Johns Hopkins","25:57.3","NA"
"1225","Carpenter, Jordan","SO-2","Wis.-Oshkosh","25:58.0","NA"
"1226","Sans, Nate","SR-4","Middlebury","25:58.2","NA"
"1227","Chelimo, David","FR-1","Colby","25:58.3","NA"
"1228","Arthur,  Geno","SO-2","Oberlin","25:58.9","NA"
"1229","Matt, Sebastian","SO-2","Middlebury","26:00.1","NA"
"1230","Townsend, Cole","JR-3","Williams","26:00.2","NA"
"1231","Austin, Casey","SR-4","Cortland St.","26:00.3","NA"
"1232","Strenta, Alex","SR-4","Dickinson","26:01.3","NA"
"1233","Oja, Sebastian","JR-3","NYU","26:01.6","NA"
"1234","Burris, Jared","JR-3","Wabash","26:02.2","NA"
"1235","Arnold, Stefan","FR-1","Johns Hopkins","26:02.5","NA"
"1236","Scheibenpflug, Tyler","JR-3","Lyndon State","26:02.6","NA"
"1237","Hoerger, Jacob","SR-4","Carleton","26:02.7","NA"
"1238","Halloran, Kenny","JR-3","Wis.-Oshkosh","26:03.6","NA"
"1239","Davis, Dillon","SR-4","St. Olaf","26:04.5","NA"
"1240","Weinhoffer, Mark","JR-3","Dickinson","26:05.2","NA"
"1241","Rogers, Colin","SR-4","Hamline","26:05.7","NA"
"1242","Schaaf, Wilder","SR-4","Middlebury","26:05.9","NA"
"1243","Ezzo, Gary","SR-4","Coast Guard","26:06.3","NA"
"1244","Hofferber, Erik","JR-3","Wis.-Oshkosh","26:06.4","NA"
"1245","Ferguson, Josh","JR-3","Calvin","26:06.7","NA"
"1246","Mulder, Eddie","SR-4","Emory","26:07.3","NA"
"1247","Poser, Sam","JR-3","Wis.-Platteville","26:07.5","NA"
"1248","Cassidy, Liam","JR-3","Tufts","26:07.6","NA"
"1249","Wenaas, Matt","SR-4","Wis.-Eau Claire","26:07.9","NA"
"1250","Wakimoto, Yuji","SR-4","Rochester","26:08.3","NA"
"1251","Caffarellli, Jon","SR-4","Manchester","26:09.1","NA"
"1252","Barry, Jonah","SO-2","Carleton","26:10.4","NA"
"1253","Nowicki, Zac","FR-1","Calvin","26:10.6","NA"
"1254","House, Fabian","FR-1","Wabash","26:10.8","NA"
"1255","Hale, Jeff","JR-3","Colby","26:11.1","NA"
"1256","Urso,  Joshua","SO-2","Oberlin","26:11.6","NA"
"1257","Fritz, Daniel","SR-4","Clarkson","26:11.8","NA"
"1258","Baker, Brett","JR-3","Washington U.","26:12.2","NA"
"1259","Rynes, James","JR-3","Allegheny","26:12.5","NA"
"1260","Nordman, Curtis","SR-4","Manchester","26:13.0","NA"
"1261","Robinson, Tyler","SR-4","Claremont-Mudd-Scripps","26:13.5","NA"
"1262","Caulfield, Thomas","FR-1","St. Lawrence","26:13.6","NA"
"1263","Scott, Matt","SR-4","Wis.-Eau Claire","26:13.7","NA"
"1264","Briskman, Jonathan","SR-4","Claremont-Mudd-Scripps","26:13.7","NA"
"1265","Fischer, Sean","JR-3","Geneseo St.","26:13.7","NA"
"1266","Patterson, Spencer","SO-2","St. Lawrence","26:13.8","NA"
"1267","Beyer, Rory","FR-1","MIT","26:13.9","NA"
"1268","Courneene, Brendan","SR-4","St. Lawrence","26:14.0","NA"
"1269","Rosenbaum, Nathan","JR-3","Ohio Northern","26:14.3","NA"
"1270","Guarnaccia, Nicholas","SO-2","Tufts","26:14.9","NA"
"1271","Christian, Joel","JR-3","Haverford","26:16.8","NA"
"1272","Graboys, Noah","SR-4","Bates","26:17.4","NA"
"1273","Frasco, Michael","SO-2","U. of Chicago","26:17.6","NA"
"1274","O'Connor, Luke","FR-1","Tufts","26:17.8","NA"
"1275","Purcella, Corey","SO-2","Pomona-Pitzer","26:18.5","NA"
"1276","Ochstein, Schaffer","SO-2","Johns Hopkins","26:18.6","NA"
"1277","Sebhat, Aron","SO-2","North Central (Ill.)","26:19.3","NA"
"1278","Spitzer, Phil","SR-4","Calvin","26:19.9","NA"
"1279","McManus, Billy","JR-3","Wabash","26:20.7","NA"
"1280","Kerska, Garrett","JR-3","Wis.-La Crosse","26:20.9","NA"
"1281","Shipley, Tyler","SO-2","Pacific (Ore.)","26:21.3","NA"
"1282","Cahill, Michael","SR-4","Stevens Institute","26:21.4","NA"
"1283","Hetke, Paul","SR-4","Wis.-Eau Claire","26:21.8","NA"
"1284","Sevcik, John","SO-2","Loras","26:23.0","NA"
"1285","Fujimori, Sam","SO-2","Haverford","26:24.0","NA"
"1286","Pacheck, Adam","SR-4","Rochester","26:24.1","NA"
"1287","Miller, Tim","JR-3","Bridgewater (Va.)","26:24.4","NA"
"1288","Meitler, Jeff","SO-2","Calvin","26:24.4","NA"
"1289","Sheeran, Ryan","JR-3","Loras","26:24.9","NA"
"1290","Cason, David","SR-4","Guilford","26:25.0","NA"
"1291","Steadman, Joey","FR-1","Dickinson","26:25.5","NA"
"1292","Crowley, Dan","SO-2","Amherst","26:25.5","NA"
"1293","Pitcavage, Sam","JR-3","Claremont-Mudd-Scripps","26:25.7","NA"
"1294","Thomas, Keith","JR-3","Bridgewater (Va.)","26:25.9","NA"
"1295","Vander Veer, Jamie","SO-2","Central College","26:26.3","NA"
"1296","Butler, Samuel","SR-4","U. of Chicago","26:26.4","NA"
"1297","Juelis, Paul","SO-2","Ramapo","26:27.0","NA"
"1298","Rosvold, Erik","JR-3","Wis.-Eau Claire","26:27.9","NA"
"1299","Taylor, Ryan","SR-4","Shenandoah","26:28.3","NA"
"1300","Oseguera, Scott","FR-1","Redlands","26:28.4","NA"
"1301","Senci, Ryan","JR-3","Washington U.","26:28.8","NA"
"1302","Dickshinski, Ben","JR-3","North Central (Ill.)","26:28.8","NA"
"1303","Haagsma, Steven","JR-3","Calvin","26:28.9","NA"
"1304","Bibb, Trevor","JR-3","St. Lawrence","26:29.3","NA"
"1305","Ory, Steven","SO-2","Pomona-Pitzer","26:29.7","NA"
"1306","Drews, Peter","SR-4","Williams","26:30.1","NA"
"1307","Haase, Joe","SO-2","Carleton","26:30.1","NA"
"1308","Jensen, Isaac","FR-1","Luther","26:31.0","NA"
"1309","Sohl, Luke","JR-3","Bridgewater (Va.)","26:31.5","NA"
"1310","Lafree, Chris","SR-4","Manchester","26:32.0","NA"
"1311","Fleischhacker, Alex","SR-4","Emory","26:32.5","NA"
"1312","Scherber, Matt","SR-4","St. John's (Minn.)","26:32.6","NA"
"1313","Leung, Allen","JR-3","MIT","26:33.1","NA"
"1314","Wallis, Ben","SR-4","Tufts","26:33.9","NA"
"1315","Johann, Alexander","SR-4","Pomona-Pitzer","26:34.1","NA"
"1316","Mittman, Scott","SR-4","Luther","26:34.1","NA"
"1317","Jones, Gareth","FR-1","U. of Chicago","26:34.5","NA"
"1318","Briskman, Colin","SR-4","Claremont-Mudd-Scripps","26:34.8","NA"
"1319","Neubauer, Evan","SR-4","Luther","26:35.5","NA"
"1320","Stroud, Pryor","JR-3","Pomona-Pitzer","26:35.7","NA"
"1321","Togami, Adam","SO-2","Wabash","26:35.9","NA"
"1322","Craft, Sam","SR-4","Middlebury","26:36.3","NA"
"1323","McConville, Mike","SO-2","Swarthmore","26:36.6","NA"
"1324","Simon, Alex","JR-3","Allegheny","26:36.7","NA"
"1325","Heller, Gregg","SO-2","Bates","26:37.1","NA"
"1326","Sansevere, Robert","SR-4","Dickinson","26:38.1","NA"
"1327","Norton, Jamie","SR-4","Tufts","26:38.9","NA"
"1328","Alvarez, Ryan","SR-4","Johns Hopkins","26:39.2","NA"
"1329","Byrnes, Matt","JR-3","Geneseo St.","26:39.3","NA"
"1330","Howe, Rob","JR-3","Loras","26:40.0","NA"
"1331","Ceruzzi, Andrew","JR-3","Johns Hopkins","26:40.6","NA"
"1332","Higle-Ralbovsky, Jacob","SO-2","Claremont-Mudd-Scripps","26:42.0","NA"
"1333","Black-Ingersoll, Camden","JR-3","Bates","26:42.4","NA"
"1334","Scopp, Ryne","JR-3","Wis.-Oshkosh","26:42.8","NA"
"1335","Gates, Buddy","FR-1","NYU","26:43.4","NA"
"1336","Denlinger, Matt","SO-2","Bridgewater (Va.)","26:43.5","NA"
"1337","Kerk, Sam","SR-4","Calvin","26:43.9","NA"
"1338","Quinones, Evan","FR-1","Cobleskill","26:44.7","NA"
"1339","Steffensmeier, Isaac","FR-1","Central College","26:45.1","NA"
"1340","Noel, Alex","SO-2","Rhodes","26:45.1","NA"
"1341","Stocker, Michael","SR-4","Manchester","26:47.1","NA"
"1342","Ray, Joe","SO-2","Cortland St.","26:47.3","NA"
"1343","McKinney, Mason","FR-1","Wabash","26:49.0","NA"
"1344","Zalov, Renat","JR-3","U. of Chicago","26:50.0","NA"
"1345","Molineux, Evan","SO-2","Claremont-Mudd-Scripps","26:51.4","NA"
"1346","Keene, Jessop","SR-4","Wis.-Stout","26:52.4","NA"
"1347","Denison, John","SR-4","Allegheny","26:53.5","NA"
"1348","Kirui, Wesley","SO-2","St. Lawrence","26:54.0","NA"
"1349","Gilmore, Ryan","SR-4","NYU","26:54.5","NA"
"1350","Wilson, Alex","SO-2","Mount Union","26:54.8","NA"
"1351","Powers, Kyle","SR-4","Lyndon State","26:55.4","NA"
"1352","Gorman, Jimmy","FR-1","Haverford","26:55.6","NA"
"1353","Boyce, Nick","JR-3","Wabash","26:57.1","NA"
"1354","On, Kevin","JR-3","U. of Chicago","26:57.5","NA"
"1355","Carpinello, Luke","SO-2","Middlebury","26:58.2","NA"
"1356","Wittman, Ty","JR-3","Loras","26:58.9","NA"
"1357","Hathaway, Adam","FR-1","Pomona-Pitzer","27:00.5","NA"
"1358","Cooke, Tyler","JR-3","Emory","27:01.6","NA"
"1359","Tarbath, Forest","SO-2","U. of Chicago","27:03.4","NA"
"1360","Cunningham, Guthrie","SR-4","Carleton","27:03.8","NA"
"1361","Lake, John","JR-3","NYU","27:04.9","NA"
"1362","Lee, Tim","SR-4","Cortland St.","27:06.1","NA"
"1363","Kuyvenhoven, Jacob","JR-3","Calvin","27:08.4","NA"
"1364","Ewing, Brent","SR-4","Central College","27:13.3","NA"
"1365","Gudeman, Alex","FR-1","Manchester","27:14.5","NA"
"1366","Tolan, Ian","SO-2","MIT","27:15.1","NA"
"1367","Elliott-Knaggs, Landen","SR-4","St. Lawrence","27:19.2","NA"
"1368","Jackson, Troy","SR-4","Bridgewater (Va.)","27:20.4","NA"
"1369","Crews, Patrick","JR-3","Emory","27:20.5","NA"
"1370","Birchmeier, Corey","JR-3","Manchester","27:21.2","NA"
"1371","McCarthy, Will","JR-3","Colby","27:22.8","NA"
"1372","Jorgensen, Matt","FR-1","Geneseo St.","27:26.6","NA"
"1373","Harlan, Clayton","SR-4","Manchester","27:28.1","NA"
"1374","Doyle, Joe","FR-1","Bates","27:32.0","NA"
"1375","DeAscentis, Thomas","SR-4","Allegheny","27:39.5","NA"
"1376","Gagnon, Griffin","FR-1","Colby","27:42.3","NA"
"1377","Rittenhouse, Abe","SR-4","Bridgewater (Va.)","27:45.9","NA"
"1378","Verner-Crist, Dylan","SO-2","Haverford","27:47.9","NA"
"1379","Widzgowski, Ryan","SR-4","Keene State","27:48.0","NA"
"1380","Greenlee, Chris","SR-4","Colby","27:48.1","NA"
"1381","Chapman, Mark","SR-4","Loras","27:48.1","NA"
"1382","Cheung, Dan","FR-1","Allegheny","27:50.1","NA"
"1383","Laue, Brock","SR-4","Luther","27:51.5","NA"
"1384","Hunt, Austin","FR-1","Emory","27:51.9","NA"
"1385","Smolensky, Scott","JR-3","St. Lawrence","27:52.6","NA"
"1386","Campbell, Wyatt","FR-1","Bridgewater (Va.)","27:59.3","NA"
"1387","Kramer, Alex","FR-1","Geneseo St.","28:00.8","NA"
"1388","Ashforth, Hank","SR-4","Emory","28:01.8","NA"
"1389","Laack-Veeder, Noah","JR-3","Carleton","28:15.5","NA"
"1390","Sisario, Michael","FR-1","Emory","28:18.4","NA"
"1391","Xie, Benji","JR-3","MIT","28:19.4","NA"
"1392","Bullock, Justin","SR-4","MIT","28:24.5","NA"
